KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
Eden_ShipmentComponentinfo,A shipment of basic components from a Colonists Basic Orbital Factory in Prosperity. Sell to Trade Federation Advanced Orbital Factories in Tranquility. Use logistics toolbar to trade.,,,,,,,,Отправка базовых компонентов с Колониального Базового Орбитального Завода в Процветании. Продайте Торговой Федерации Продвинутые Орбитальные Заводы в Спокойствие. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentCrop,[c][FFFFFF]Crop Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка урожая[-][/c],,,,,,,,
Eden_ShipmentCropinfo,A shipment of various crops from a Colonists Orbital Hydroponics Farm in Prosperity. Sell to Polaris Orbital Breweries in The Forge or Trade Federation Orbital Food Factories in Tranquility. Use logistics toolbar to trade.,,,,,,,,Отправка различных культур с Орбитальной Гидропонической Фермы Колонистов в Процветании. Продайте Полярным Орбитальным Пивоварням в Кузнице или Орбитальным Пищевым Заводам Торговой Федерации в Спокойствии. Используйте панели логистики для торговли.,,,,,,,,
Eden_ShipmentFarm,[c][FFFFFF]Farming Equipment Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка Сельскохозяйственного Оборудования[-][/c],,,,,,,,
Eden_ShipmentFarminfo,A shipment of specialized farming equipment from a Colonists Basic Orbital Factory in Prosperity. Sell to Polaris Orbital Livestock Farms in The Forge. Use logistics toolbar to trade.,,,,,,,,Отправка специализированного сельскохозяйственного оборудования с Колониальной Базовой Орбитальной Фабрики в Процветании. Продайте на Полярные Орбитальные Фермы Животноводства в Кузнице. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentFertilizer,[c][FFFFFF]Fertilizer Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка удобрений[-][/c],,,,,,,,
Eden_ShipmentFertilizerinfo,A shipment of specialized fertilizer from a Trade Federation Orbital Waste Facility in Tranquility. Sell to Colonists Orbital Hydroponics Farms in Prosperity. Use logistics toolbar to trade.,,,,,,,,Отправка специализированного удобрения с Орбитальной Свалки Торговой Федерации в Транквилити. Продайте колонистам Орбитальные Гидропонные Фермы в Процветании. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentFood,[c][FFFFFF]Food Shipment[-][/c],,,,,,,,[c][FFFFFF]Поставка Продовольствия[-][/c],,,,,,,,
Eden_ShipmentFoodinfo,A shipment of food products from a Trade Federation Orbital Food Factory in Tranquility. Sell to Colonists Orbital Habitats in Prosperity or Polaris Orbital Habitats in The Forge. Use logistics toolbar to trade.,,,,,,,,Отправка продуктов питания с Орбитальной Завода Продовольствия Федерации Торговли в Транквилитете. Продайте колонистам орбитальные жилые модули в Процветании или орбитальные жилые модули Полярис в Кузнице. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentFuel,[c][FFFFFF]Fuel Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка топлива[-][/c],,,,,,,,
Eden_ShipmentFuelinfo,A shipment of industrial fuel from a Colonists Orbital Fuel Refinery in Prosperity or a Trade Federation Orbital Waste Facility in Tranquility. Sell to various Polaris orbital factories in The Forge. Use logistics toolbar to trade.,,,,,,,,Партия промышленного топлива с Орбитальной Нефтеперерабатывающей Завод Колонистов в Процветании или с Орбитальной Утилизационной Фабрики Торговой Федерации в Спокойствии. Продайте различным орбитальным фабрикам Polaris в Кузнице. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentHydrogen,[c][FFFFFF]Hydrogen Shipment[-][/c],,,,,,,,[c][FFFFFF]Поставка водорода[-][/c],,,,,,,,
Eden_ShipmentHydrogeninfo,A shipment of hydrogen gas from a Trade Federation Orbital Hydrogen Harvester around a gas giant in Tranquility. Sell to Colonists Orbital Fuel Refineries in Prosperity. Use logistics toolbar to trade.,,,,,,,,Отправка водорода из Торговой Федерации Орбитального Водородного Сборщика вокруг газового гиганта в Спокойствии. Продать Колонистам Орбитальным Нефтеперерабатывающим Заводам в Процветании. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentHydroponics,[c][FFFFFF]Hydroponics Shipment[-][/c],,,,,,,,[c][FFFFFF]Поставка Гидропоники[-][/c],,,,,,,,
Eden_ShipmentHydroponicsinfo,A shipment of advanced hydroponic farming equipment from a Trade Federation Advanced Orbital Factory in Tranquility. Sell to Colonists Orbital Hydroponic Farms in Prosperity. Use logistics toolbar to trade.,,,,,,,,Отправка продвинутого гидропонического сельскохозяйственного оборудования с [i]Торговой Федерации[/i] Продвинутого Орбитального Завода в Транквилити. Продайте Колонистам Орбитальные Гидропонные Фермы в Процветании. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentIndustrial,[c][FFFFFF]Industrial Shipment[-][/c],,,,,,,,[c][FFFFFF]Промышленная Поставка[-][/c],,,,,,,,
Eden_ShipmentIndustrialinfo,A shipment of industrial equipment from a Colonists Basic Orbital Factory in Prosperity. Sell to various Polaris orbital factories in The Forge. Use logistics toolbar to trade.,,,,,,,,Отправка промышленного оборудования с Колониальной Базовой Орбитальной Фабрики в Процветании. Продайте различным орбитальным фабрикам Полярис в Кузнице. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentIngot,[c][FFFFFF]Ingot Shipment[-][/c],,,,,,,,[c][FFFFFF]Поставка слитков[-][/c],,,,,,,,
Eden_ShipmentIngotinfo,A shipment of various ingots from a Polaris Orbital Refinery in The Forge or neutral space. Sell to Coloists Basic Orbital Factories in Prosperity. Use logistics toolbar to trade.,,,,,,,,Отправка различных слитков с Орбитального Завода Полярис в Кузнице или нейтральном пространстве. Продайте колонистам базовым орбитальным заводам в Процветании. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentJewelry,[c][FFFFFF]Jewelry Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка ювелирных изделий[-][/c],,,,,,,,
Eden_ShipmentJewelryinfo,A sealed shipment of high value jewelry from a Trade Federation Orbital Jewelry Factory. Sell to Colonists Orbital Habitats in Prosperity. Use logistics toolbar to trade.,,,,,,,,Запечатанная партия высокоценных ювелирных изделий с Орбитальной Ювелирной Фабрики Торговой Федерации. Продайте Колонистам в Орбитальных Обитаниях Процветания. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentLeather,[c][FFFFFF]Leather Shipment[-][/c],,,,,,,,[c][FFFFFF]Поставка кожи[-][/c],,,,,,,,
Eden_ShipmentLeatherinfo,A shipment of high quality leather from a Polaris Orbital Livestock Farm in The Forge. Sell to Trade Federation Orbital Jewelry Factories in Tranquility. Use logistics toolbar to trade.,,,,,,,,Отправка высококачественной кожи с фермы по разведению скота в орбитальной зоне Полярис в Кузнице. Продайте Торговой Федерации на Орбитальные Ювелирные Фабрики в Транквилите. Используйте панель логистики для торговли.,,,,,,,,
Eden_ShipmentLiquor,[c][FFFFFF]Liquor Shipment[-][/c],,,,,,,,[c][FFFFFF]Отгрузка Ликёра[-][/c],,,,,,,,
Eden_ShipmentLiquorinfo,A shipment of various liquors from a Polaris Orbital Brewery in The Forge. Sell to Colonists Orbital Habitats in Prosperity or Trade Federation Orbital Habitats and Orbital Hotels in Tranquility. Use logistics toolbar to trade.,,,,,,,,Отправка различных спиртных напитков с орбитальной пивоварни Полярис в Ковке. Продайте колонистам орбитальные обиталища в Процветании или торговым федерациям орбитальные обиталища и орбитальные отели в Спокойствии. Используйте панель логистики для торговли.,,,,,,,,
